,t_split,fst,seg1,seg2,tajima1,tajima2,pi1,pi2
499,5414.0,0.29908802291107317,0.408,0.125,0.408,0.125,0.08426343434343431,0.016704646464646446
500,7064.0,0.238173372744654,0.41,0.136,0.41,0.136,0.08495535353535341,0.01863757575757576
501,4467.0,0.2535793153464422,0.385,0.155,0.385,0.155,0.08706101010101011,0.02285898989898992
502,3390.0,0.13973430640194107,0.42,0.188,0.42,0.188,0.08028323232323235,0.04720646464646465
503,2282.0,0.10096901206668452,0.423,0.205,0.423,0.205,0.07742949494949498,0.042158383838383814
504,7684.0,0.2590823219419792,0.389,0.161,0.389,0.161,0.09612101010101012,0.023621818181818206
505,2084.0,0.07933083498265459,0.399,0.254,0.399,0.254,0.08842929292929293,0.07571434343434348
506,6624.0,0.23756326636636294,0.383,0.127,0.383,0.127,0.08492666666666668,0.019316363636363642
507,3119.0,0.14756511392554017,0.411,0.209,0.411,0.209,0.07619616161616158,0.04620282828282829
508,5043.0,0.27513812656913395,0.428,0.141,0.428,0.141,0.08764181818181821,0.021902222222222236
509,2517.0,0.0968922999503018,0.46,0.25,0.46,0.25,0.09113030303030312,0.054788686868686876
510,7769.0,0.293639168237956,0.402,0.132,0.402,0.132,0.08593515151515159,0.02008565656565657
511,7337.0,0.26544957137565894,0.395,0.126,0.395,0.126,0.08599393939393932,0.019206464646464635
512,4154.0,0.215038382026849,0.441,0.186,0.441,0.186,0.09565333333333334,0.030047676767676838
513,1149.0,0.03193790397270757,0.444,0.309,0.444,0.309,0.08246868686868682,0.07671919191919184
514,5860.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
515,4311.0,0.24480370661229123,0.391,0.121,0.391,0.121,0.07020888888888893,0.01770666666666667
516,7037.0,0.238173372744654,0.41,0.136,0.41,0.136,0.08495535353535341,0.01863757575757576
517,3104.0,0.12985076374349858,0.411,0.225,0.411,0.225,0.0879981818181818,0.048255151515151536
518,4084.0,0.215038382026849,0.441,0.186,0.441,0.186,0.09565333333333334,0.030047676767676838
519,2658.0,0.12179125602379326,0.439,0.225,0.439,0.225,0.0894868686868686,0.04692949494949495
520,5492.0,0.29908802291107317,0.408,0.125,0.408,0.125,0.08426343434343431,0.016704646464646446
521,6391.0,0.23756326636636294,0.383,0.127,0.383,0.127,0.08492666666666668,0.019316363636363642
522,2385.0,0.10082777096755724,0.438,0.293,0.438,0.293,0.0887969696969697,0.0648492929292929
523,7512.0,0.2590823219419792,0.389,0.161,0.389,0.161,0.09612101010101012,0.023621818181818206
524,2655.0,0.12179125602379326,0.439,0.225,0.439,0.225,0.0894868686868686,0.04692949494949495
525,5695.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
526,5753.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
527,3265.0,0.12084103823910364,0.44,0.203,0.44,0.203,0.08198464646464639,0.04827232323232321
528,3541.0,0.13973430640194107,0.42,0.188,0.42,0.188,0.08028323232323235,0.04720646464646465
529,7560.0,0.2590823219419792,0.389,0.161,0.389,0.161,0.09612101010101012,0.023621818181818206
530,3382.0,0.13973430640194107,0.42,0.188,0.42,0.188,0.08028323232323235,0.04720646464646465
531,3874.0,0.1424724049672893,0.382,0.168,0.382,0.168,0.0784880808080808,0.05365737373737365
532,2833.0,0.08451770682645987,0.441,0.225,0.441,0.225,0.08590444444444437,0.059988888888888876
533,6988.0,0.24939866379737707,0.408,0.143,0.408,0.143,0.08643535353535349,0.01999515151515154
534,5548.0,0.29908802291107317,0.408,0.125,0.408,0.125,0.08426343434343431,0.016704646464646446
535,7102.0,0.238173372744654,0.41,0.136,0.41,0.136,0.08495535353535341,0.01863757575757576
536,1211.0,0.03193790397270757,0.444,0.309,0.444,0.309,0.08246868686868682,0.07671919191919184
537,6491.0,0.23756326636636294,0.383,0.127,0.383,0.127,0.08492666666666668,0.019316363636363642
538,1102.0,0.03193790397270757,0.444,0.309,0.444,0.309,0.08246868686868682,0.07671919191919184
539,7618.0,0.2590823219419792,0.389,0.161,0.389,0.161,0.09612101010101012,0.023621818181818206
540,3560.0,0.13973430640194107,0.42,0.188,0.42,0.188,0.08028323232323235,0.04720646464646465
541,2510.0,0.0968922999503018,0.46,0.25,0.46,0.25,0.09113030303030312,0.054788686868686876
542,6122.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
543,3252.0,0.12084103823910364,0.44,0.203,0.44,0.203,0.08198464646464639,0.04827232323232321
544,3654.0,0.10542791708543142,0.421,0.183,0.421,0.183,0.08849232323232321,0.04775272727272727
545,3247.0,0.12084103823910364,0.44,0.203,0.44,0.203,0.08198464646464639,0.04827232323232321
546,2017.0,0.05590532133640291,0.457,0.267,0.457,0.267,0.08938989898989887,0.0715113131313132
547,5827.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
548,2954.0,0.07580585210041602,0.405,0.206,0.405,0.206,0.07908121212121214,0.055840606060606056
549,7478.0,0.2590823219419792,0.389,0.161,0.389,0.161,0.09612101010101012,0.023621818181818206
550,2447.0,0.10082777096755724,0.438,0.293,0.438,0.293,0.0887969696969697,0.0648492929292929
551,5564.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
552,6165.0,0.22281145181017048,0.416,0.145,0.416,0.145,0.09517898989898983,0.021094141414141416
553,2448.0,0.10082777096755724,0.438,0.293,0.438,0.293,0.0887969696969697,0.0648492929292929
554,5310.0,0.29908802291107317,0.408,0.125,0.408,0.125,0.08426343434343431,0.016704646464646446
555,7026.0,0.24939866379737707,0.408,0.143,0.408,0.143,0.08643535353535349,0.01999515151515154
556,4554.0,0.2535793153464422,0.385,0.155,0.385,0.155,0.08706101010101011,0.02285898989898992
557,2247.0,0.10096901206668452,0.423,0.205,0.423,0.205,0.07742949494949498,0.042158383838383814
558,6205.0,0.22281145181017048,0.416,0.145,0.416,0.145,0.09517898989898983,0.021094141414141416
559,3594.0,0.10579482100802418,0.418,0.186,0.418,0.186,0.08879494949494948,0.048000808080808074
560,7472.0,0.26544957137565894,0.395,0.126,0.395,0.126,0.08599393939393932,0.019206464646464635
561,5318.0,0.29908802291107317,0.408,0.125,0.408,0.125,0.08426343434343431,0.016704646464646446
562,2248.0,0.10096901206668452,0.423,0.205,0.423,0.205,0.07742949494949498,0.042158383838383814
563,5330.0,0.29908802291107317,0.408,0.125,0.408,0.125,0.08426343434343431,0.016704646464646446
564,3072.0,0.12985076374349858,0.411,0.225,0.411,0.225,0.0879981818181818,0.048255151515151536
565,5283.0,0.29908802291107317,0.408,0.125,0.408,0.125,0.08426343434343431,0.016704646464646446
566,4879.0,0.27513812656913395,0.428,0.141,0.428,0.141,0.08764181818181821,0.021902222222222236
567,1150.0,0.03193790397270757,0.444,0.309,0.444,0.309,0.08246868686868682,0.07671919191919184
568,1320.0,0.03360946671424536,0.416,0.266,0.416,0.266,0.07134080808080814,0.062352525252525284
569,1280.0,0.03193790397270757,0.444,0.309,0.444,0.309,0.08246868686868682,0.07671919191919184
570,4652.0,0.2535793153464422,0.385,0.155,0.385,0.155,0.08706101010101011,0.02285898989898992
571,7602.0,0.2590823219419792,0.389,0.161,0.389,0.161,0.09612101010101012,0.023621818181818206
572,2097.0,0.06656015226427003,0.415,0.27,0.415,0.27,0.0781874747474747,0.06514929292929299
573,4216.0,0.19594332705671624,0.444,0.16,0.444,0.16,0.08963717171717163,0.023314747474747505
574,5757.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
575,2879.0,0.08436590889791507,0.418,0.238,0.418,0.238,0.08571030303030298,0.06025838383838384
576,2096.0,0.06656015226427003,0.415,0.27,0.415,0.27,0.0781874747474747,0.06514929292929299
577,4658.0,0.2535793153464422,0.385,0.155,0.385,0.155,0.08706101010101011,0.02285898989898992
578,3013.0,0.07580585210041602,0.405,0.206,0.405,0.206,0.07908121212121214,0.055840606060606056
579,1325.0,0.03360946671424536,0.416,0.266,0.416,0.266,0.07134080808080814,0.062352525252525284
580,4729.0,0.23833885564496549,0.385,0.124,0.385,0.124,0.0795408080808081,0.017894141414141397
581,3380.0,0.12084103823910364,0.44,0.203,0.44,0.203,0.08198464646464639,0.04827232323232321
582,6828.0,0.24939866379737707,0.408,0.143,0.408,0.143,0.08643535353535349,0.01999515151515154
583,6495.0,0.23756326636636294,0.383,0.127,0.383,0.127,0.08492666666666668,0.019316363636363642
584,5887.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
585,3959.0,0.1424724049672893,0.382,0.168,0.382,0.168,0.0784880808080808,0.05365737373737365
586,4742.0,0.23833885564496549,0.385,0.124,0.385,0.124,0.0795408080808081,0.017894141414141397
587,7417.0,0.26544957137565894,0.395,0.126,0.395,0.126,0.08599393939393932,0.019206464646464635
588,5374.0,0.29908802291107317,0.408,0.125,0.408,0.125,0.08426343434343431,0.016704646464646446
589,7506.0,0.2590823219419792,0.389,0.161,0.389,0.161,0.09612101010101012,0.023621818181818206
590,7802.0,0.293639168237956,0.402,0.132,0.402,0.132,0.08593515151515159,0.02008565656565657
591,7795.0,0.293639168237956,0.402,0.132,0.402,0.132,0.08593515151515159,0.02008565656565657
592,7058.0,0.238173372744654,0.41,0.136,0.41,0.136,0.08495535353535341,0.01863757575757576
593,4260.0,0.24703521452911625,0.4,0.173,0.4,0.173,0.07530080808080812,0.02494707070707075
594,3429.0,0.13973430640194107,0.42,0.188,0.42,0.188,0.08028323232323235,0.04720646464646465
595,3317.0,0.12084103823910364,0.44,0.203,0.44,0.203,0.08198464646464639,0.04827232323232321
596,6135.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
597,4388.0,0.2535793153464422,0.385,0.155,0.385,0.155,0.08706101010101011,0.02285898989898992
598,6783.0,0.24939866379737707,0.408,0.143,0.408,0.143,0.08643535353535349,0.01999515151515154
599,2562.0,0.12179125602379326,0.439,0.225,0.439,0.225,0.0894868686868686,0.04692949494949495
600,4967.0,0.27513812656913395,0.428,0.141,0.428,0.141,0.08764181818181821,0.021902222222222236
601,6179.0,0.22281145181017048,0.416,0.145,0.416,0.145,0.09517898989898983,0.021094141414141416
602,4178.0,0.19594332705671624,0.444,0.16,0.444,0.16,0.08963717171717163,0.023314747474747505
603,2282.0,0.10096901206668452,0.423,0.205,0.423,0.205,0.07742949494949498,0.042158383838383814
604,1099.0,0.03193790397270757,0.444,0.309,0.444,0.309,0.08246868686868682,0.07671919191919184
605,2384.0,0.10082777096755724,0.438,0.293,0.438,0.293,0.0887969696969697,0.0648492929292929
606,4506.0,0.2535793153464422,0.385,0.155,0.385,0.155,0.08706101010101011,0.02285898989898992
607,1878.0,0.023781615855274163,0.418,0.273,0.418,0.273,0.0839432323232323,0.07852080808080811
608,3975.0,0.1424724049672893,0.382,0.168,0.382,0.168,0.0784880808080808,0.05365737373737365
609,7850.0,0.293639168237956,0.402,0.132,0.402,0.132,0.08593515151515159,0.02008565656565657
610,7935.0,0.293639168237956,0.402,0.132,0.402,0.132,0.08593515151515159,0.02008565656565657
611,3259.0,0.12084103823910364,0.44,0.203,0.44,0.203,0.08198464646464639,0.04827232323232321
612,7021.0,0.24939866379737707,0.408,0.143,0.408,0.143,0.08643535353535349,0.01999515151515154
613,5662.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
614,6394.0,0.23756326636636294,0.383,0.127,0.383,0.127,0.08492666666666668,0.019316363636363642
615,3281.0,0.12084103823910364,0.44,0.203,0.44,0.203,0.08198464646464639,0.04827232323232321
616,3298.0,0.12084103823910364,0.44,0.203,0.44,0.203,0.08198464646464639,0.04827232323232321
617,7306.0,0.28738943704599973,0.391,0.151,0.391,0.151,0.08577313131313138,0.02308525252525255
618,2543.0,0.12179125602379326,0.439,0.225,0.439,0.225,0.0894868686868686,0.04692949494949495
619,1335.0,0.017476252148103,0.371,0.267,0.371,0.267,0.07590868686868693,0.06605757575757579
620,4763.0,0.23833885564496549,0.385,0.124,0.385,0.124,0.0795408080808081,0.017894141414141397
621,5724.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
622,6316.0,0.23756326636636294,0.383,0.127,0.383,0.127,0.08492666666666668,0.019316363636363642
623,3518.0,0.13973430640194107,0.42,0.188,0.42,0.188,0.08028323232323235,0.04720646464646465
624,5988.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
625,5135.0,0.2567248533566179,0.402,0.129,0.402,0.129,0.08226060606060606,0.020680404040404044
626,6371.0,0.23756326636636294,0.383,0.127,0.383,0.127,0.08492666666666668,0.019316363636363642
627,2497.0,0.09110622361837428,0.486,0.302,0.486,0.302,0.10111676767676749,0.07357676767676757
628,2042.0,0.05590532133640291,0.457,0.267,0.457,0.267,0.08938989898989887,0.0715113131313132
629,7927.0,0.293639168237956,0.402,0.132,0.402,0.132,0.08593515151515159,0.02008565656565657
630,2643.0,0.12179125602379326,0.439,0.225,0.439,0.225,0.0894868686868686,0.04692949494949495
631,7297.0,0.28738943704599973,0.391,0.151,0.391,0.151,0.08577313131313138,0.02308525252525255
632,7174.0,0.28738943704599973,0.391,0.151,0.391,0.151,0.08577313131313138,0.02308525252525255
633,2425.0,0.10082777096755724,0.438,0.293,0.438,0.293,0.0887969696969697,0.0648492929292929
634,6399.0,0.23756326636636294,0.383,0.127,0.383,0.127,0.08492666666666668,0.019316363636363642
635,7885.0,0.293639168237956,0.402,0.132,0.402,0.132,0.08593515151515159,0.02008565656565657
636,4177.0,0.19594332705671624,0.444,0.16,0.444,0.16,0.08963717171717163,0.023314747474747505
637,2503.0,0.0968922999503018,0.46,0.25,0.46,0.25,0.09113030303030312,0.054788686868686876
638,5954.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
639,3115.0,0.12985076374349858,0.411,0.225,0.411,0.225,0.0879981818181818,0.048255151515151536
640,4330.0,0.24480370661229123,0.391,0.121,0.391,0.121,0.07020888888888893,0.01770666666666667
641,4995.0,0.27513812656913395,0.428,0.141,0.428,0.141,0.08764181818181821,0.021902222222222236
642,1387.0,0.02627578200125058,0.445,0.292,0.445,0.292,0.08642363636363638,0.08027414141414141
643,4394.0,0.2535793153464422,0.385,0.155,0.385,0.155,0.08706101010101011,0.02285898989898992
644,4076.0,0.215038382026849,0.441,0.186,0.441,0.186,0.09565333333333334,0.030047676767676838
645,5255.0,0.2567248533566179,0.402,0.129,0.402,0.129,0.08226060606060606,0.020680404040404044
646,6139.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
647,1532.0,0.02812377125372012,0.393,0.293,0.393,0.293,0.07298828282828285,0.06977959595959604
648,2269.0,0.10096901206668452,0.423,0.205,0.423,0.205,0.07742949494949498,0.042158383838383814
649,3515.0,0.13973430640194107,0.42,0.188,0.42,0.188,0.08028323232323235,0.04720646464646465
650,6853.0,0.24939866379737707,0.408,0.143,0.408,0.143,0.08643535353535349,0.01999515151515154
651,3366.0,0.12084103823910364,0.44,0.203,0.44,0.203,0.08198464646464639,0.04827232323232321
652,5564.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
653,1390.0,0.02627578200125058,0.445,0.292,0.445,0.292,0.08642363636363638,0.08027414141414141
654,3801.0,0.13974863055969267,0.428,0.154,0.428,0.154,0.08352727272727273,0.03626424242424248
655,2354.0,0.10096901206668452,0.423,0.205,0.423,0.205,0.07742949494949498,0.042158383838383814
656,6766.0,0.24939866379737707,0.408,0.143,0.408,0.143,0.08643535353535349,0.01999515151515154
657,5227.0,0.2567248533566179,0.402,0.129,0.402,0.129,0.08226060606060606,0.020680404040404044
658,4140.0,0.215038382026849,0.441,0.186,0.441,0.186,0.09565333333333334,0.030047676767676838
659,4699.0,0.23833885564496549,0.385,0.124,0.385,0.124,0.0795408080808081,0.017894141414141397
660,4552.0,0.2535793153464422,0.385,0.155,0.385,0.155,0.08706101010101011,0.02285898989898992
661,7724.0,0.293639168237956,0.402,0.132,0.402,0.132,0.08593515151515159,0.02008565656565657
662,6698.0,0.26570863575181913,0.416,0.133,0.416,0.133,0.08864000000000001,0.02035717171717172
663,3970.0,0.1424724049672893,0.382,0.168,0.382,0.168,0.0784880808080808,0.05365737373737365
664,5693.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
665,7499.0,0.2590823219419792,0.389,0.161,0.389,0.161,0.09612101010101012,0.023621818181818206
666,7816.0,0.293639168237956,0.402,0.132,0.402,0.132,0.08593515151515159,0.02008565656565657
667,1633.0,0.015506693787822767,0.436,0.303,0.436,0.303,0.08539757575757574,0.08078767676767681
668,6158.0,0.22281145181017048,0.416,0.145,0.416,0.145,0.09517898989898983,0.021094141414141416
669,6660.0,0.23756326636636294,0.383,0.127,0.383,0.127,0.08492666666666668,0.019316363636363642
670,6617.0,0.23756326636636294,0.383,0.127,0.383,0.127,0.08492666666666668,0.019316363636363642
671,7391.0,0.26544957137565894,0.395,0.126,0.395,0.126,0.08599393939393932,0.019206464646464635
672,4155.0,0.215038382026849,0.441,0.186,0.441,0.186,0.09565333333333334,0.030047676767676838
673,4385.0,0.2535793153464422,0.385,0.155,0.385,0.155,0.08706101010101011,0.02285898989898992
674,5784.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
675,6216.0,0.23651424076436123,0.39,0.123,0.39,0.123,0.06861656565656576,0.016336161616161606
676,6773.0,0.24939866379737707,0.408,0.143,0.408,0.143,0.08643535353535349,0.01999515151515154
677,1453.0,0.03235165761306624,0.442,0.294,0.442,0.294,0.09065111111111111,0.07987818181818182
678,1874.0,0.023781615855274163,0.418,0.273,0.418,0.273,0.0839432323232323,0.07852080808080811
679,6350.0,0.23756326636636294,0.383,0.127,0.383,0.127,0.08492666666666668,0.019316363636363642
680,6953.0,0.24939866379737707,0.408,0.143,0.408,0.143,0.08643535353535349,0.01999515151515154
681,7448.0,0.26544957137565894,0.395,0.126,0.395,0.126,0.08599393939393932,0.019206464646464635
682,4495.0,0.2535793153464422,0.385,0.155,0.385,0.155,0.08706101010101011,0.02285898989898992
683,1942.0,0.048354678288047626,0.403,0.239,0.403,0.239,0.08070080808080804,0.06603555555555554
684,1488.0,0.03235165761306624,0.442,0.294,0.442,0.294,0.09065111111111111,0.07987818181818182
685,4986.0,0.27513812656913395,0.428,0.141,0.428,0.141,0.08764181818181821,0.021902222222222236
686,2087.0,0.07933083498265459,0.399,0.254,0.399,0.254,0.08842929292929293,0.07571434343434348
687,4809.0,0.23833885564496549,0.385,0.124,0.385,0.124,0.0795408080808081,0.017894141414141397
688,3554.0,0.13973430640194107,0.42,0.188,0.42,0.188,0.08028323232323235,0.04720646464646465
689,6714.0,0.26570863575181913,0.416,0.133,0.416,0.133,0.08864000000000001,0.02035717171717172
690,5146.0,0.2567248533566179,0.402,0.129,0.402,0.129,0.08226060606060606,0.020680404040404044
691,4735.0,0.23833885564496549,0.385,0.124,0.385,0.124,0.0795408080808081,0.017894141414141397
692,3485.0,0.13973430640194107,0.42,0.188,0.42,0.188,0.08028323232323235,0.04720646464646465
693,1354.0,0.017476252148103,0.371,0.267,0.371,0.267,0.07590868686868693,0.06605757575757579
694,2615.0,0.12179125602379326,0.439,0.225,0.439,0.225,0.0894868686868686,0.04692949494949495
695,4846.0,0.27513812656913395,0.428,0.141,0.428,0.141,0.08764181818181821,0.021902222222222236
696,5730.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
697,6140.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
698,5138.0,0.2567248533566179,0.402,0.129,0.402,0.129,0.08226060606060606,0.020680404040404044
699,6984.0,0.24939866379737707,0.408,0.143,0.408,0.143,0.08643535353535349,0.01999515151515154
700,7907.0,0.293639168237956,0.402,0.132,0.402,0.132,0.08593515151515159,0.02008565656565657
701,7008.0,0.24939866379737707,0.408,0.143,0.408,0.143,0.08643535353535349,0.01999515151515154
702,2883.0,0.08436590889791507,0.418,0.238,0.418,0.238,0.08571030303030298,0.06025838383838384
703,1913.0,0.023781615855274163,0.418,0.273,0.418,0.273,0.0839432323232323,0.07852080808080811
704,6511.0,0.23756326636636294,0.383,0.127,0.383,0.127,0.08492666666666668,0.019316363636363642
705,4921.0,0.27513812656913395,0.428,0.141,0.428,0.141,0.08764181818181821,0.021902222222222236
706,1766.0,0.01843566460577961,0.441,0.298,0.441,0.298,0.08970121212121208,0.08754686868686869
707,2542.0,0.12179125602379326,0.439,0.225,0.439,0.225,0.0894868686868686,0.04692949494949495
708,5375.0,0.29908802291107317,0.408,0.125,0.408,0.125,0.08426343434343431,0.016704646464646446
709,4326.0,0.24480370661229123,0.391,0.121,0.391,0.121,0.07020888888888893,0.01770666666666667
710,4337.0,0.24480370661229123,0.391,0.121,0.391,0.121,0.07020888888888893,0.01770666666666667
711,1756.0,0.04340047970449079,0.456,0.271,0.456,0.271,0.0898759595959596,0.07514242424242422
712,1334.0,0.017476252148103,0.371,0.267,0.371,0.267,0.07590868686868693,0.06605757575757579
713,7985.0,0.293639168237956,0.402,0.132,0.402,0.132,0.08593515151515159,0.02008565656565657
714,4648.0,0.2535793153464422,0.385,0.155,0.385,0.155,0.08706101010101011,0.02285898989898992
715,4634.0,0.2535793153464422,0.385,0.155,0.385,0.155,0.08706101010101011,0.02285898989898992
716,2764.0,0.11380925428612143,0.425,0.207,0.425,0.207,0.08152020202020195,0.05089777777777782
717,7150.0,0.28738943704599973,0.391,0.151,0.391,0.151,0.08577313131313138,0.02308525252525255
718,2493.0,0.09110622361837428,0.486,0.302,0.486,0.302,0.10111676767676749,0.07357676767676757
719,5539.0,0.29908802291107317,0.408,0.125,0.408,0.125,0.08426343434343431,0.016704646464646446
720,4669.0,0.2535793153464422,0.385,0.155,0.385,0.155,0.08706101010101011,0.02285898989898992
721,3633.0,0.10542791708543142,0.421,0.183,0.421,0.183,0.08849232323232321,0.04775272727272727
722,1033.0,0.029495749788047143,0.476,0.291,0.476,0.291,0.09600565656565666,0.08089777777777772
723,4756.0,0.23833885564496549,0.385,0.124,0.385,0.124,0.0795408080808081,0.017894141414141397
724,6260.0,0.22307798493851416,0.381,0.135,0.381,0.135,0.07789656565656572,0.01918060606060607
725,3001.0,0.07580585210041602,0.405,0.206,0.405,0.206,0.07908121212121214,0.055840606060606056
726,3861.0,0.1424724049672893,0.382,0.168,0.382,0.168,0.0784880808080808,0.05365737373737365
727,1649.0,0.015506693787822767,0.436,0.303,0.436,0.303,0.08539757575757574,0.08078767676767681
728,5804.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
729,2269.0,0.10096901206668452,0.423,0.205,0.423,0.205,0.07742949494949498,0.042158383838383814
730,2471.0,0.10082777096755724,0.438,0.293,0.438,0.293,0.0887969696969697,0.0648492929292929
731,4807.0,0.23833885564496549,0.385,0.124,0.385,0.124,0.0795408080808081,0.017894141414141397
732,2710.0,0.12179125602379326,0.439,0.225,0.439,0.225,0.0894868686868686,0.04692949494949495
733,1741.0,0.04340047970449079,0.456,0.271,0.456,0.271,0.0898759595959596,0.07514242424242422
734,1057.0,0.03193790397270757,0.444,0.309,0.444,0.309,0.08246868686868682,0.07671919191919184
735,1789.0,0.02636090611408437,0.474,0.233,0.474,0.233,0.07983393939393936,0.06379676767676767
736,5024.0,0.27513812656913395,0.428,0.141,0.428,0.141,0.08764181818181821,0.021902222222222236
737,6362.0,0.23756326636636294,0.383,0.127,0.383,0.127,0.08492666666666668,0.019316363636363642
738,6870.0,0.24939866379737707,0.408,0.143,0.408,0.143,0.08643535353535349,0.01999515151515154
739,1040.0,0.029495749788047143,0.476,0.291,0.476,0.291,0.09600565656565666,0.08089777777777772
740,3636.0,0.10542791708543142,0.421,0.183,0.421,0.183,0.08849232323232321,0.04775272727272727
741,6975.0,0.24939866379737707,0.408,0.143,0.408,0.143,0.08643535353535349,0.01999515151515154
742,3157.0,0.14756511392554017,0.411,0.209,0.411,0.209,0.07619616161616158,0.04620282828282829
743,7815.0,0.293639168237956,0.402,0.132,0.402,0.132,0.08593515151515159,0.02008565656565657
744,5191.0,0.2567248533566179,0.402,0.129,0.402,0.129,0.08226060606060606,0.020680404040404044
745,1061.0,0.03193790397270757,0.444,0.309,0.444,0.309,0.08246868686868682,0.07671919191919184
746,6698.0,0.26570863575181913,0.416,0.133,0.416,0.133,0.08864000000000001,0.02035717171717172
747,6093.0,0.27830465828244877,0.408,0.148,0.408,0.148,0.08971959595959601,0.01977535353535353
748,7116.0,0.238173372744654,0.41,0.136,0.41,0.136,0.08495535353535341,0.01863757575757576
